Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.fhir.be.core-clinical.json	15169	-	0	0	0	0	0	0	16	55	0	0	0	0	0	0	0	0	0	0	0	178	219	0	0	0	6	0	2
fsh-generated/resources/CodeSystem-be-cs-bodysite.json	636	2	0	0	2	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	20	98	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-be-cs-problem-category.json	3742	2	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	28	116	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-be-cs-problem-origin-type.json	2581	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	23	99	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-be-cs-score-category.json	2022	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	19	84	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-be-cs-score.json	6491	1	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	34	99	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-BeModelBodySite.json	2045	1	0	7	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	35	481	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-BeModelClinicalObservation.json	10629	3	0	17	0	0	0	0	0	25	0	0	1	0	0	0	0	1	0	0	0	171	304	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-BeModelDevice.json	9738	2	0	21	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	144	268	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-BeModelDeviceUseStatement.json	8360	2	0	17	1	0	0	0	0	272	0	0	0	0	0	0	0	1	0	0	0	111	215	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-BeModelProblem.json	10138	2	0	18	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	143	223	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-BeModelProcedure.json	12330	2	0	18	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	134	198	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-be-clinical-observation.json	6415	1	0	48	0	0	0	0	1	24	0	0	0	0	0	0	0	1	0	0	0	264	2402	0	0	0	11	0	1
fsh-generated/resources/StructureDefinition-be-device-use-statement.json	5004	2	0	23	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	139	387	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-be-device.json	3316	2	0	33	0	0	0	0	0	19	0	0	1	0	0	0	0	1	0	0	0	206	542	0	0	0	8	1	1
fsh-generated/resources/StructureDefinition-be-ext-body-topography.json	2081	1	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	39	152	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-be-ext-laterality.json	2179	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	36	138	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-be-ext-problem-origin-type.json	1841	1	0	7	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	37	118	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-be-ext-surgical-approach.json	1363	1	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	35	116	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-be-observation.json	4627	1	0	28	0	0	0	0	1	11	0	0	0	0	0	0	0	1	0	0	0	174	325	0	1	0	7	0	0
fsh-generated/resources/StructureDefinition-be-observationcodeableconcept.json	2296	1	0	10	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	92	174	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-be-problem.json	6443	2	0	31	1	0	0	0	0	21	0	0	0	0	0	0	0	1	0	0	0	212	578	0	0	0	12	0	0
fsh-generated/resources/StructureDefinition-be-procedure.json	7418	2	0	33	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	241	434	0	0	0	10	1	1
fsh-generated/resources/StructureDefinition-be-scoreresult.json	6029	2	0	29	0	0	0	0	0	18	0	0	0	0	0	0	0	1	0	0	0	223	694	0	0	0	9	0	1
fsh-generated/resources/ValueSet-DeviceStatusReasonVS.json	572	0	0	0	0	0	0	0	1	471	0	0	0	0	0	0	0	0	0	0	0	11	89	0	0	0	0	0	0
fsh-generated/resources/ValueSet-DeviceStatusVS.json	919	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10	66	0	0	0	1	0	0
fsh-generated/resources/ValueSet-DeviceTypeVS.json	641	0	0	0	0	0	0	0	1	1559	0	0	0	0	0	0	0	0	0	0	0	9	1111	0	0	0	0	0	0
fsh-generated/resources/ValueSet-ProblemCategoryVS.json	296	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	48	0	0	0	0	0	0
fsh-generated/resources/ValueSet-ProblemCodeVS.json	276	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	43	0	0	0	0	0	0
fsh-generated/resources/ValueSet-ProblemDiseaseCourseVS.json	571	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	8	175	0	0	0	0	0	0
fsh-generated/resources/ValueSet-be-vs-body-topography.json	927	1	0	0	0	0	0	0	1	119	0	0	0	0	0	0	0	0	0	0	0	11	190	0	0	0	1	0	0
fsh-generated/resources/ValueSet-be-vs-bodysite.json	662	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	10	206	0	0	0	0	0	0
fsh-generated/resources/ValueSet-be-vs-laterality.json	684	1	0	0	0	0	0	0	1	145	0	0	0	0	0	0	0	0	0	0	0	12	169	0	0	0	0	0	0
fsh-generated/resources/ValueSet-be-vs-problem-category.json	592	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	12	48	0	0	0	0	0	0
fsh-generated/resources/ValueSet-be-vs-problem-code.json	393	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	43	0	0	0	1	0	0
fsh-generated/resources/ValueSet-be-vs-problem-origin-type.json	510	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	11	48	0	0	0	0	0	0
fsh-generated/resources/ValueSet-be-vs-reaction-manifestation-code.json	2525	1	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	22	252	0	0	0	0	0	0
fsh-generated/resources/ValueSet-be-vs-score.json	5964	1	0	0	0	0	0	0	2	129	0	0	0	0	0	0	0	0	0	0	0	22	66	0	0	0	1	0	0
fsh-generated/resources/ValueSet-be-vs-scorecategory.json	1242	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	46	0	0	0	1	0	0
fsh-generated/resources/ValueSet-be-vs-severity.json	783	1	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	9	48	0	0	0	0	0	0
/input/includes/dmn2html.xslt	6208	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/includes/menu.xml_bla	919	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/includes/dmn.css	838	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/fsh-generated/includes/menu.xml	1606	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/fsh-generated/includes/fsh-link-references.md	2314	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/data/features.yml	56	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/changes.xml	812	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-be-observation-intro.md	249	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-BeModelDevice-intro.md	179	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/spec.md	56	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/CodeSystem-be-cs-bodysite-intro.md	102	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/index.md	2286	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/downloads.md	1184	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-BeModelDeviceUseStatement-intro.md	193	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/guidance.xml	523	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0
/template/config	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config/_config.yml	46	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/temp/pages/_includes/artifacts.xml	25581	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	0	0	0	0	0	0
